Scenario,FAILED_DOWNLINK_NETWORK,FAILED_E2E_TIMEOUT,FAILED_UPLINK_NETWORK,NONE
S1: Public Internet,0.0,63.35936895831722,0.005975773511153605,36.63465526817162
S2: Private APN (Atheer),0.09490138943653971,0.0,0.11528513857607817,99.78981347198739
